INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','967-758-6808','under review','2011-11-08','2031-02-22',5689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','RU','282-393-6417','emergency extraction','2011-03-19','2025-05-24',9545);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CO','240-522-9576','burned','2006-02-06','2032-08-21',1931);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','BR','806-462-1918','active','2014-04-24','2028-02-11',5789);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','ID','670-994-4518','emergency extraction','2017-06-25','2023-11-03',7629);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','RU','266-605-4372','active','2016-03-18','2023-04-22',6243);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','ID','266-156-8484','burned','2012-06-22','2023-12-02',3541);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','845-379-2555','under development','2020-06-09','2033-05-30',7285);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','423-267-8191','burned','2014-10-15','2028-07-22',8363);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','BR','203-890-2323','under surveillance','2011-08-21','2029-05-27',6370);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','959-877-3990','infiltration','2019-09-04','2027-02-11',6502);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','AR','949-361-6989','infiltration','2020-02-28','2026-06-20',5404);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','BR','804-468-8115','compromised','2011-05-02','2027-04-27',7233);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ID','502-660-4652','inactive','2011-12-15','2030-03-20',4071);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','TZ','810-444-9841','under surveillance','2019-12-31','2029-03-02',8742);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','US','602-537-3393','deep cover','2009-04-24','2033-01-03',6227);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','598-718-8241','emergency extraction','2020-05-04','2027-08-12',9027);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ID','530-242-1733','under review','2015-02-22','2031-02-09',8425);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','PE','969-456-2236','active','2018-06-01','2029-01-21',858);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','PT','704-533-0138','infiltration','2007-11-17','2030-03-16',328);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','US','407-985-1775','compromised','2014-06-08','2028-06-21',6363);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CN','308-797-9133','inactive','2022-07-25','2025-10-22',352);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','PS','701-860-1071','inactive','2019-04-04','2032-08-12',673);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','RU','105-823-1737','burned','2005-04-28','2032-07-28',9692);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CL','784-308-0530','inactive','2020-09-15','2024-07-28',2766);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','UZ','568-746-6715','inactive','2023-07-07','2031-10-09',2581);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','RU','156-798-2485','emergency extraction','2012-08-30','2026-02-21',1854);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CN','915-854-7709','under surveillance','2023-12-12','2034-07-30',8919);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','VN','121-520-5078','under review','2005-05-04','2027-03-01',2857);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','ID','823-252-6388','compromised','2014-08-02','2025-04-24',3934);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','SI','493-980-0429','infiltration','2013-04-28','2025-09-16',566);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PY','659-532-5835','burned','2005-11-20','2034-07-09',2809);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','MY','650-258-5349','emergency extraction','2009-05-03','2032-02-13',6059);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','PH','223-161-5494','under review','2016-11-19','2023-02-25',3242);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','ID','329-643-9261','under surveillance','2016-11-03','2027-05-16',2640);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','RU','269-199-1348','inactive','2023-03-15','2026-12-04',277);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','468-921-1397','under review','2019-06-22','2032-12-27',5757);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','UA','599-387-2000','under review','2015-12-07','2034-01-20',1758);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','TH','571-238-7624','compromised','2023-07-18','2027-02-15',9027);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','CN','513-388-6073','under surveillance','2011-10-17','2033-10-01',5157);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','326-388-7572','under review','2022-02-07','2028-09-17',7048);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','433-941-4862','emergency extraction','2004-09-03','2026-10-12',7760);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','RU','313-135-2909','burned','2015-11-10','2028-07-03',4652);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','PH','828-220-1091','emergency extraction','2013-01-28','2030-07-28',7619);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','563-859-8903','emergency extraction','2022-02-05','2023-07-19',6552);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','HT','907-609-1701','active','2022-06-15','2030-12-18',8848);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','MX','911-666-1394','deep cover','2007-09-20','2031-06-03',7224);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','RU','511-415-7013','burned','2021-10-30','2029-08-13',6405);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','ME','624-940-3886','active','2021-02-06','2033-07-17',6851);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','AR','432-334-6092','burned','2011-01-23','2033-11-10',8382);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','ID','582-944-8709','burned','2015-12-16','2029-05-31',4799);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','MG','575-382-4968','emergency extraction','2005-02-05','2026-11-28',1462);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','ID','576-224-1241','infiltration','2010-09-15','2029-04-13',379);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','ID','802-281-3117','under development','2015-09-21','2031-01-29',9304);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','633-888-2946','under development','2018-04-29','2031-11-10',2129);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','FI','956-643-1679','emergency extraction','2005-01-27','2030-03-10',9345);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','RU','114-707-1208','under review','2021-02-15','2030-08-20',887);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','PT','116-771-4257','under development','2022-01-08','2024-03-27',3086);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','LK','339-950-4121','under development','2023-04-16','2032-09-12',334);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','AM','897-242-8771','under development','2008-06-04','2027-09-06',296);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','RU','366-236-8307','active','2016-06-09','2025-04-12',83);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','FR','690-859-0333','under development','2005-11-16','2033-09-16',5118);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','ID','708-211-6513','infiltration','2014-12-19','2027-05-13',6030);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PT','930-462-8843','deep cover','2016-03-07','2030-08-02',8714);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','RU','729-317-8447','deep cover','2021-05-13','2026-10-24',4626);
