INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nickie','Summerson','1975-12-01','F','VN',1,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Celinka','Ganny','1985-02-06','F','DE',8,'combat specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sharona','Mollnar','1969-04-20','F','CN',6,'rogue hunter','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Demetra','Grigoriev','1966-01-16','F','PA',9,'asset handler','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Averell','Colclough','1982-08-03','M','CM',4,'translator','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wally','Abrahams','1968-10-10','M','US',9,'psychological warfare specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hamid','Dedden','1981-12-03','M','CN',4,'agent in place','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nicoli','Aucott','1961-09-22','F','CD',3,'undercover agent','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Justino','Drysdell','1989-08-10','M','SE',6,'field operative','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ailbert','Earie','1960-01-28','M','CN',7,'demolitions expert','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Monro','Olney','1961-02-01','M','CN',3,'technical specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Harald','Gladwish','1955-08-03','M','CN',10,'medical specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Filmore','Chasteau','2004-04-28','M','NZ',10,'communications specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lenard','Staynes','1991-01-21','M','TM',4,'negotiation expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Roxi','Hurdis','1965-03-12','F','GR',3,'survivalist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ransom','Bridgens','2002-03-18','M','PL',4,'sniper','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marian','Simmonite','1972-09-24','F','ID',7,'psychological warfare specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tasha','Brachell','1954-12-29','F','HR',4,'counterintelligence agent','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dahlia','Houseley','1959-05-25','F','FR',5,'undercover agent','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Freddy','Beasley','1978-10-21','F','PL',9,'communications specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Susanna','Riccio','1978-12-09','F','CN',7,'assassin','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dene','Foyston','1989-07-31','M','PL',7,'translator','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elladine','Nestoruk','1982-06-29','F','CN',9,'underwater specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Violante','Buzin','1999-03-13','F','NL',10,'asset handler','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bevvy','McGriffin','1971-10-08','F','FR',9,'medical specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Willy','Volcker','1987-10-17','F','CN',7,'survivalist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elliott','Szwandt','1977-05-16','M','PT',3,'cyber operative','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dion','Ashard','1974-02-19','M','KE',10,'escape and evasion expert','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Anya','Muehler','1988-10-17','F','RU',6,'medical specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gregor','Halfhyde','1972-12-21','M','RU',10,'medical specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Francine','Bollins','1985-07-24','F','IL',8,'translator','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emmeline','Finn','1971-10-09','F','TH',1,'negotiation expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Edin','Shilton','1979-04-22','F','PH',7,'demolitions expert','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fernando','Singh','1996-07-09','M','AR',9,'interrogation specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Scot','Ruslinge','1963-02-01','M','ID',4,'cyber operative','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Archibaldo','Stannus','1976-11-09','M','PL',9,'cyber operative','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hillel','Scouler','2005-04-24','M','BR',4,'counterterrorism specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Donna','McCrae','1961-05-26','F','PH',1,'underwater specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ellwood','Jordon','1992-11-15','M','BR',7,'agent in place','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Vera','Allsebrook','1988-12-03','F','ID',3,'infiltration expert','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Freeland','Southall','1969-07-17','M','GN',10,'infiltration expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Christiano','Raulston','1974-12-28','M','NG',10,'cyber operative','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bruce','Frantsev','1956-02-21','M','CN',3,'intelligence analyst','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jake','Painswick','1999-04-05','M','CA',3,'agent in place','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ignaz','Plail','1983-04-24','M','ID',3,'interrogation specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Meggi','Sparway','1992-02-12','F','CN',6,'communications specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jany','Retallick','1981-03-29','F','CA',10,'intelligence analyst','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Breena','Jacobsohn','2002-07-04','F','FR',2,'survivalist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Derrick','Tolotti','1954-02-25','M','PH',3,'psychological warfare specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kalie','Danton','1972-04-04','F','HT',8,'asset handler','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gabriella','Roly','1967-07-28','F','BR',8,'escape and evasion expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Winnie','Spiers','1963-06-19','M','XK',5,'negotiation expert','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jerrilee','Gillman','2002-03-10','F','PT',3,'agent in place','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marlin','Borris','1997-02-27','M','CN',5,'field operative','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Linzy','Bettington','1979-06-01','F','ID',7,'cyber operative','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gabriellia','Kurten','1971-01-31','F','ID',3,'undercover agent','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Thia','Cosley','1965-10-07','F','CN',4,'influence operations specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bary','Bolt','1961-07-11','M','PH',8,'sniffer','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Asia','Tewes','1960-07-22','F','RU',2,'sniper','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Flss','Phebee','1967-02-05','F','BR',1,'escape and evasion expert','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Simonne','Wedgwood','1996-01-07','F','PE',10,'agent in place','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Saleem','Picton','1977-01-19','M','BR',2,'interrogation specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marlow','Bodell','1978-11-24','M','US',3,'sniffer','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Remus','Shuttle','1984-02-11','M','BR',3,'translator','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Averyl','Westrope','1989-12-25','F','KR',9,'asset handler','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carolan','Swansbury','1982-06-07','F','BR',3,'undercover agent','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sheila','Davio','1961-04-09','F','PT',4,'field operative','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Barthel','Rabier','1986-12-26','M','CO',4,'translator','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jonell','Exrol','1985-09-11','F','PL',4,'asset handler','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tulley','Bolwell','1970-09-19','M','AZ',6,'cyber operative','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ty','Fouracre','1980-05-20','M','FI',5,'influence operations specialist','reserve');
